method,file_size,time
fastread,1024,362563
fastread,1024,402839
fastread,1024,456512
fastread,1024,337984
fastread,1024,351266
fastread,1024,472931
fastread,1024,467689
fastread,1024,461942
fastread,1024,360907
fastread,1024,454790
fastread,1024,462336
fastread,1024,463552
fastread,1024,485405
fastread,1024,467580
fastread,1024,464171
fastread,1024,461314
fastread,1024,408703
fastread,1024,466252
fastread,1024,467603
fastread,1024,476035
fastread,1024,472167
fastread,1024,486402
fastread,1024,456765
fastread,1024,462725
fastread,1024,409271
fastread,1024,402389
fastread,1024,443397
fastread,1024,484656
fastread,1024,462624
fastread,1024,461694
fastread,1024,465346
fastread,1024,461637
fastread,1024,386724
fastread,1024,452009
fastread,1024,489360
fastread,1024,460505
fastread,1024,464322
fastread,1024,462836
fastread,1024,466829
fastread,1024,487649
fastread,1024,406754
fastread,1024,467323
fastread,1024,465035
fastread,1024,463895
fastread,1024,462719
fastread,1024,459867
fastread,1024,396393
fastread,1024,346872
fastread,1024,337055
fastread,1024,460487
fastread,1024,370083
fastread,1024,409403
fastread,1024,461940
fastread,1024,492344
fastread,1024,455642
fastread,1024,472967
fastread,1024,388572
fastread,1024,458265
fastread,1024,462252
fastread,1024,471655
fastread,1024,460345
fastread,1024,462292
fastread,1024,460107
fastread,1024,448723
fastread,1024,351159
fastread,1024,463822
fastread,1024,475395
fastread,1024,463540
fastread,1024,467806
fastread,1024,356194
fastread,1024,463316
fastread,1024,465285
fastread,1024,415973
fastread,1024,461071
fastread,1024,455483
fastread,1024,460742
fastread,1024,469329
fastread,1024,461562
fastread,1024,517391
fastread,1024,470344
fastread,1024,366283
fastread,1024,448263
fastread,1024,459674
fastread,1024,466574
fastread,1024,503631
fastread,1024,466330
fastread,1024,449153
fastread,1024,463902
fastread,1024,413641
fastread,1024,461598
fastread,1024,446996
fastread,1024,508859
fastread,1024,460512
fastread,1024,471359
fastread,1024,467417
fastread,1024,506164
fastread,1024,373227
fastread,1024,454264
fastread,1024,486857
fastread,1024,472158
fastread,1024,464116
fastread,1024,458139
fastread,1024,467011
fastread,1024,465012
fastread,1024,371625
fastread,1024,445739
fastread,1024,462522
fastread,1024,466780
fastread,1024,459172
fastread,1024,488440
fastread,1024,487762
fastread,1024,501399
fastread,1024,370942
fastread,1024,460922
fastread,1024,462456
fastread,1024,466019
fastread,1024,462868
fastread,1024,483530
fastread,1024,466988
fastread,1024,500221
fastread,1024,355675
fastread,1024,456468
fastread,1024,456807
fastread,1024,462824
fastread,1024,469282
fastread,1024,401922
fastread,1024,453620
fastread,1024,345149
fastread,1024,282173
fastread,1024,436268
fastread,1024,491503
fastread,1024,460848
fastread,1024,469116
fastread,1024,464930
fastread,1024,375975
fastread,1024,464939
fastread,1024,389893
fastread,1024,466739
fastread,1024,466179
fastread,1024,354441
fastread,1024,447816
fastread,1024,459684
fastread,1024,470224
fastread,1024,475103
fastread,1024,411492
fastread,1024,459864
fastread,1024,467119
fastread,1024,487444
fastread,1024,465903
fastread,1024,483927
fastread,1024,469373
fastread,1024,465415
fastread,1024,386987
fastread,1024,455073
fastread,1024,463195
fastread,1024,464080
fastread,1024,511534
fastread,1024,467683
fastread,1024,484028
fastread,1024,454961
fastread,1024,371643
fastread,1024,471016
fastread,1024,462236
fastread,1024,488996
fastread,1024,469966
fastread,1024,465848
fastread,1024,477847
fastread,1024,477299
fastread,1024,366630
fastread,1024,455345
fastread,1024,483220
fastread,1024,463697
fastread,1024,459280
fastread,1024,463464
fastread,1024,343193
fastread,1024,456741
fastread,1024,379706
fastread,1024,359519
fastread,1024,510372
fastread,1024,473032
fastread,1024,460846
fastread,1024,455484
fastread,1024,465563
fastread,1024,478611
fastread,1024,412033
fastread,1024,459662
fastread,1024,460685
fastread,1024,461473
fastread,1024,474380
fastread,1024,517371
fastread,1024,456644
fastread,1024,461994
fastread,1024,410068
fastread,1024,467395
fastread,1024,461608
fastread,1024,462036
fastread,1024,490937
fastread,1024,470074
fastread,1024,370290
fastread,1024,455345
fastread,1024,408504
fastread,1024,462792
fastread,1024,465286
fastread,1024,484126
fastread,1024,470882
fastread,1024,455761
fastread,1024,464857
fastread,1024,462116
fastread,1024,389152
fastread,1024,474885
fastread,1024,492055
fastread,1024,466451
fastread,1024,465985
fastread,1024,467775
fastread,1024,465396
fastread,1024,461338
fastread,1024,394004
fastread,1024,478438
fastread,1024,465942
fastread,1024,471191
fastread,1024,358972
fastread,1024,475865
fastread,1024,466522
fastread,1024,460897
fastread,1024,409989
fastread,1024,463143
fastread,1024,461733
fastread,1024,466800
fastread,1024,464036
fastread,1024,482985
fastread,1024,466754
fastread,1024,463327
fastread,1024,408054
fastread,1024,466921
fastread,1024,465249
fastread,1024,459784
fastread,1024,336040
fastread,1024,465917
fastread,1024,465714
fastread,1024,353288
fastread,1024,404859
fastread,1024,463893
fastread,1024,401273
fastread,1024,473986
fastread,1024,469837
fastread,1024,451877
fastread,1024,466306
fastread,1024,463312
fastread,1024,409531
fastread,1024,466100
fastread,1024,460363
fastread,1024,409832
fastread,1024,446682
fastread,1024,464307
fastread,1024,466369
fastread,1024,472980
fastread,1024,339596
fastread,1024,444192
fastread,1024,535156
fastread,1024,352288
fastread,1024,458224
fastread,1024,469714
fastread,1024,462870
fastread,1024,504078
fastread,1024,382302
fastread,1024,449063
fastread,1024,465633
fastread,1024,464020
fastread,1024,473942
fastread,1024,460253
fastread,1024,485510
fastread,1024,468983
fastread,1024,409298
fastread,1024,460727
fastread,1024,476301
fastread,1024,457141
fastread,1024,464270
fastread,1024,491596
fastread,1024,467129
fastread,1024,461035
fastread,1024,404994
fastread,1024,477797
fastread,1024,413301
fastread,1024,483972
fastread,1024,491439
fastread,1024,345140
fastread,1024,458792
fastread,1024,468318
fastread,1024,395163
fastread,1024,474616
fastread,1024,460760
fastread,1024,460350
fastread,1024,489184
fastread,1024,478349
fastread,1024,452517
fastread,1024,466800
fastread,1024,353671
fastread,1024,468280
fastread,1024,470335
fastread,1024,482569
fastread,1024,435802
fastread,1024,464441
fastread,1024,467913
fastread,1024,463967
fastread,1024,402233
fastread,1024,468432
fastread,1024,465583
fastread,1024,393224
fastread,1024,480123
fastread,1024,457639
fastread,1024,462409
fastread,1024,351519
fastread,1024,497349
fastread,1024,399314
fastread,1024,509757
fastread,1024,458546
fastread,1024,461954
fastread,1024,458869
fastread,1024,464620
fastread,1024,464852
fastread,1024,384021
fastread,1024,446852
fastread,1024,463752
fastread,1024,461848
fastread,1024,467770
fastread,1024,460038
fastread,1024,465597
fastread,1024,488321
fastread,1024,410804
fastread,1024,362173
fastread,1024,477185
fastread,1024,473129
fastread,1024,455704
fastread,1024,459208
fastread,1024,487861
fastread,1024,468362
fastread,1024,410905
fastread,1024,456541
fastread,1024,465070
fastread,1024,468676
fastread,1024,463209
fastread,1024,485536
fastread,1024,467463
fastread,1024,412544
fastread,1024,412476
fastread,1024,471118
fastread,1024,448357
fastread,1024,466432
fastread,1024,484214
fastread,1024,442319
fastread,1024,317076
fastread,1024,456729
fastread,1024,407408
fastread,1024,466408
fastread,1024,458321
fastread,1024,488648
fastread,1024,479633
fastread,1024,473929
fastread,1024,458492
fastread,1024,462228
fastread,1024,345540
fastread,1024,503161
fastread,1024,398998
fastread,1024,478212
fastread,1024,469033
fastread,1024,461998
fastread,1024,467916
fastread,1024,473667
fastread,1024,386569
fastread,1024,463018
fastread,1024,453503
fastread,1024,463711
fastread,1024,346595
fastread,1024,468337
